id_colaborador,nome,sexo_biologico,idade,cargo,nota_desempenho,remuneracao
SUP000966,Kaique Cassiano,Masculino,44,Suporte,Insuficiente,6325.37
SUP000967,Isabela Barros,Feminino,18,Suporte,Excelente,6734.46
SUP000968,Bryan Barros,Masculino,34,Suporte,Bom,5905.26
SUP000969,Stella Cavalcante,Feminino,35,Suporte,Excelente,6986.18
SUP000970,Bruno Mendes,Masculino,36,Suporte,Insuficiente,4665.82
SUP000971,Jade Andrade,Feminino,33,Suporte,Bom,6080.04
SUP000972,Emanuella Rodrigues,Feminino,19,Suporte,Bom,6258.34
SUP000973,Ana Beatriz Sales,Feminino,36,Suporte,Excelente,5364.43
SUP000974,Nicolas da Cruz,Masculino,31,Suporte,Excelente,6240.77
SUP000975,Luiz Gustavo Gonçalves,Masculino,34,Suporte,Bom,6318.19
SUP000976,Luiz Felipe Fonseca,Masculino,39,Suporte,Regular,4764.13
SUP000977,Maria Sophia Aragão,Feminino,31,Suporte,Insuficiente,4495.46
SUP000978,Ian Fonseca,Masculino,37,Suporte,Insuficiente,5434.42
SUP000979,Luigi da Paz,Masculino,29,Suporte,Insuficiente,7028.71
SUP000980,Amanda Andrade,Feminino,27,Suporte,Insuficiente,6156.48
SUP000981,Vitor Gabriel Mendonça,Masculino,37,Suporte,Insuficiente,6667.74
SUP000982,Manuella Pastor,Feminino,18,Suporte,Bom,5894.84
SUP000983,Cauê da Cunha,Masculino,32,Suporte,Insuficiente,4726.1
SUP000984,Davi Fogaça,Masculino,41,Suporte,Regular,6384.22
SUP000985,Helena Pereira,Feminino,18,Suporte,Regular,4664.44
SUP000986,Gabriel Macedo,Masculino,49,Suporte,Excelente,7553.27
SUP000987,Cecília Costa,Feminino,43,Suporte,Excelente,4992.4
SUP000988,Heitor Azevedo,Masculino,25,Suporte,Excelente,5600.17
SUP000989,Marcelo Ribeiro,Masculino,51,Suporte,Excelente,6663.81
SUP000990,Melissa Pinto,Feminino,29,Suporte,Bom,4895.32
SUP000991,Manuela Gomes,Feminino,34,Suporte,Regular,4940.83
SUP000992,Emanuelly Nogueira,Feminino,25,Suporte,Bom,4839.66
SUP000993,Caleb Caldeira,Masculino,46,Suporte,Regular,5908.81
SUP000994,Lavínia Duarte,Feminino,34,Suporte,Bom,6203.12
SUP000995,Ravi Lucca Sales,Masculino,29,Suporte,Regular,5902.41
SUP000996,Luigi da Rosa,Masculino,25,Suporte,Excelente,5647.13
SUP000997,Letícia Duarte,Feminino,18,Suporte,Regular,5461.07
SUP000998,Arthur da Rosa,Masculino,39,Suporte,Excelente,6365.03
SUP000999,Isabela Ramos,Feminino,36,Suporte,Regular,4451.97
SUP001000,Vicente Vieira,Masculino,44,Suporte,Bom,5523.26
SUP001001,Theo Aragão,Masculino,36,Suporte,Insuficiente,4660.23
SUP001002,Asafe Lima,Masculino,25,Suporte,Regular,7134.84
SUP001003,Maria Helena Moraes,Feminino,23,Suporte,Bom,4710.81
SUP001004,Lívia da Cunha,Feminino,42,Suporte,Insuficiente,5679.87
SUP001005,Cecilia Sousa,Feminino,25,Suporte,Bom,5623.09
SUP001006,Joana das Neves,Feminino,31,Suporte,Insuficiente,4646.19
SUP001007,Camila Guerra,Feminino,19,Suporte,Excelente,5647.12
SUP001008,Alexia Moraes,Feminino,33,Suporte,Regular,4375.87
SUP001009,João Gabriel Moraes,Masculino,32,Suporte,Bom,4622.43
SUP001010,Marcos Vinicius Garcia,Masculino,47,Suporte,Regular,5752.49
SUP001011,Isaac Peixoto,Masculino,45,Suporte,Excelente,8055.09
SUP001012,Raquel Sousa,Feminino,25,Suporte,Excelente,6538.58
SUP001013,Bella Barros,Feminino,29,Suporte,Regular,4401.72
SUP001014,Luiz Otávio Garcia,Masculino,31,Suporte,Bom,4574.78
SUP001015,Maria Cecília Machado,Feminino,18,Suporte,Bom,5971.81
SUP001016,Ana Lívia Correia,Feminino,21,Suporte,Bom,4211.02
SUP001017,Augusto Castro,Masculino,39,Suporte,Regular,7409.55
SUP001018,Stephany Fonseca,Feminino,33,Suporte,Bom,6008.0
SUP001019,Laís Gonçalves,Feminino,31,Suporte,Bom,6617.14
SUP001020,Fernando Oliveira,Masculino,34,Suporte,Insuficiente,6352.42
SUP001021,Kamilly Cavalcanti,Feminino,39,Suporte,Bom,5981.09
SUP001022,Pedro Nascimento,Masculino,38,Suporte,Excelente,5563.61
SUP001023,Maria Liz Garcia,Feminino,37,Suporte,Bom,4506.54
SUP001024,Carolina Alves,Feminino,18,Suporte,Regular,4174.18
SUP001025,Emilly Barbosa,Feminino,18,Suporte,Regular,4515.7
SUP001026,Luiz Fernando Sousa,Masculino,40,Suporte,Bom,6798.89
SUP001027,Beatriz Rios,Feminino,18,Suporte,Regular,5689.71
SUP001028,Lara Albuquerque,Feminino,28,Suporte,Regular,4822.53
SUP001029,Calebe Siqueira,Masculino,34,Suporte,Bom,6470.11
SUP001030,Maria Fernanda Leão,Feminino,46,Suporte,Insuficiente,6096.44
SUP001031,Leonardo Costela,Masculino,41,Suporte,Insuficiente,6236.7
SUP001032,Manuela Mendonça,Feminino,32,Suporte,Insuficiente,5839.78
SUP001033,Henry Gabriel Sá,Masculino,45,Suporte,Insuficiente,4841.24
SUP001034,Eduardo Dias,Masculino,41,Suporte,Excelente,6622.46
SUP001035,Augusto Moura,Masculino,32,Suporte,Bom,6051.53
SUP001036,Ana Júlia Cirino,Feminino,41,Suporte,Regular,5430.53
SUP001037,Antônio Abreu,Masculino,26,Suporte,Regular,4776.42
SUP001038,Letícia Rodrigues,Feminino,33,Suporte,Bom,4806.16
SUP001039,Josué Santos,Masculino,22,Suporte,Regular,5166.8
SUP001040,Pietro Mendes,Masculino,39,Suporte,Excelente,5727.07
SUP001041,André Farias,Masculino,39,Suporte,Insuficiente,4928.09
SUP001042,Ana Vitória Pires,Feminino,47,Suporte,Bom,4721.28
SUP001043,Luan Mendonça,Masculino,21,Suporte,Regular,6875.01
SUP001044,Luísa Gonçalves,Feminino,24,Suporte,Excelente,5546.51
SUP001045,Joana Farias,Feminino,38,Suporte,Regular,6386.17
SUP001046,Ágatha Ramos,Feminino,33,Suporte,Excelente,5325.33
SUP001047,Kevin Alves,Masculino,39,Suporte,Regular,5469.59
SUP001048,Augusto Correia,Masculino,27,Suporte,Insuficiente,5892.43
SUP001049,Luara Machado,Feminino,24,Suporte,Bom,7041.77
SUP001050,Bryan Oliveira,Masculino,49,Suporte,Insuficiente,6863.81
SUP001051,Lavínia Marques,Feminino,29,Suporte,Insuficiente,4745.55
SUP001052,Arthur Gabriel Pastor,Masculino,41,Suporte,Regular,5811.74
SUP001053,Maria Helena Moura,Feminino,29,Suporte,Insuficiente,6105.57
SUP001054,Ana Beatriz Guerra,Feminino,18,Suporte,Bom,5861.65
SUP001055,Isabella Nogueira,Feminino,39,Suporte,Excelente,6050.78
SUP001056,Thomas Duarte,Masculino,42,Suporte,Excelente,5666.43
SUP001057,Ana Cecília Moraes,Feminino,53,Suporte,Regular,5850.64
SUP001058,Davi Vasconcelos,Masculino,27,Suporte,Bom,5806.49
SUP001059,Emanuel Barbosa,Masculino,45,Suporte,Bom,6225.91
SUP001060,Maria Helena da Paz,Feminino,18,Suporte,Excelente,5216.76
SUP001061,Melissa da Luz,Feminino,32,Suporte,Excelente,5471.38
SUP001062,Sara Monteiro,Feminino,40,Suporte,Insuficiente,6380.61
SUP001063,Maria Laura Nunes,Feminino,18,Suporte,Regular,4621.8
SUP001064,Pedro Andrade,Masculino,35,Suporte,Excelente,5087.08
SUP001065,Augusto Mendonça,Masculino,31,Suporte,Excelente,5673.28
SUP001066,Eloá Novaes,Feminino,23,Suporte,Bom,4715.49
SUP001067,Yuri Lima,Masculino,41,Suporte,Bom,6583.68
SUP001068,Noah Melo,Masculino,48,Suporte,Bom,6041.53
SUP001069,Vitor Hugo Caldeira,Masculino,36,Suporte,Excelente,7901.12
SUP001070,Isaac Marques,Masculino,39,Suporte,Regular,5078.64
SUP001071,Leonardo da Luz,Masculino,38,Suporte,Insuficiente,5264.53
SUP001072,Vicente Moraes,Masculino,37,Suporte,Regular,5425.88
SUP001073,Antony da Rosa,Masculino,26,Suporte,Excelente,5637.72
SUP001074,Isaac Azevedo,Masculino,48,Suporte,Insuficiente,7040.71
SUP001075,Cecilia Fernandes,Feminino,33,Suporte,Regular,5053.05
SUP001076,Dom Caldeira,Masculino,41,Suporte,Excelente,6139.5
SUP001077,Noah Machado,Masculino,29,Suporte,Regular,5052.97
SUP001078,Maria Vitória Ribeiro,Feminino,25,Suporte,Excelente,4770.66
SUP001079,Igor da Cunha,Masculino,35,Suporte,Bom,4629.51
SUP001080,Melissa Cardoso,Feminino,18,Suporte,Regular,6789.26
SUP001081,Maysa Siqueira,Feminino,18,Suporte,Bom,4853.0
SUP001082,João Gabriel da Cruz,Masculino,31,Suporte,Bom,4934.14
SUP001083,Leonardo Moraes,Masculino,42,Suporte,Insuficiente,4439.74
SUP001084,Ísis Almeida,Feminino,23,Suporte,Insuficiente,6105.4
SUP001085,Beatriz Peixoto,Feminino,20,Suporte,Regular,5632.43
SUP001086,Henry Gabriel Monteiro,Masculino,29,Suporte,Excelente,5070.88
SUP001087,Letícia das Neves,Feminino,25,Suporte,Insuficiente,4877.38
SUP001088,Benício Albuquerque,Masculino,33,Suporte,Insuficiente,6397.58
SUP001089,Maria Helena Siqueira,Feminino,52,Suporte,Bom,5507.64
SUP001090,Heitor Araújo,Masculino,48,Suporte,Bom,4881.32
SUP001091,Maria Ribeiro,Feminino,40,Suporte,Excelente,4784.83
SUP001092,Maria Eduarda Almeida,Feminino,42,Suporte,Insuficiente,5851.75
SUP001093,Jade Peixoto,Feminino,20,Suporte,Insuficiente,4396.28
SUP001094,Matteo Camargo,Masculino,25,Suporte,Excelente,7096.92
SUP001095,Eduardo Siqueira,Masculino,26,Suporte,Insuficiente,6651.32
SUP001096,Oliver da Conceição,Masculino,50,Suporte,Regular,6683.88
SUP001097,Guilherme Marques,Masculino,32,Suporte,Regular,5049.14
SUP001098,Rodrigo Fernandes,Masculino,24,Suporte,Excelente,6767.24
SUP001099,Maria Alice Casa Grande,Feminino,26,Suporte,Bom,6392.73
SUP001100,Ian Caldeira,Masculino,35,Suporte,Excelente,6585.23
SUP001101,Ian Melo,Masculino,40,Suporte,Regular,5380.24
SUP001102,Caroline da Mata,Feminino,33,Suporte,Insuficiente,4393.13
SUP001103,Joana da Luz,Feminino,22,Suporte,Insuficiente,6320.66
SUP001104,Isabel da Cruz,Feminino,37,Suporte,Bom,4518.52
SUP001105,Lorena Cardoso,Feminino,24,Suporte,Bom,4995.21
SUP001106,Yuri Jesus,Masculino,35,Suporte,Regular,5579.11
SUP001107,Pedro Lucas Guerra,Masculino,44,Suporte,Bom,6133.56
SUP001108,Eduarda Camargo,Feminino,24,Suporte,Excelente,4780.15
SUP001109,Lunna Dias,Feminino,24,Suporte,Regular,4068.27
SUP001110,Lucca Pereira,Masculino,43,Suporte,Insuficiente,6836.17
SUP001111,Heloisa Sá,Feminino,21,Suporte,Insuficiente,5843.77
SUP001112,José Vasconcelos,Masculino,33,Suporte,Insuficiente,4955.83
SUP001113,João Castro,Masculino,43,Suporte,Bom,6780.99
SUP001114,Otávio Rezende,Masculino,58,Suporte,Regular,7210.77
SUP001115,Antonella Campos,Feminino,36,Suporte,Bom,4644.26
SUP001116,Ana Vitória da Luz,Feminino,35,Suporte,Excelente,5495.33
SUP001117,Cauê Farias,Masculino,42,Suporte,Regular,5650.95
SUP001118,Mirella Leão,Feminino,19,Suporte,Bom,6942.31
SUP001119,José Nascimento,Masculino,38,Suporte,Insuficiente,5627.32
SUP001120,João Felipe Rodrigues,Masculino,37,Suporte,Insuficiente,6923.0
SUP001121,Bárbara Vargas,Feminino,33,Suporte,Excelente,5819.47
SUP001122,Isabelly Rios,Feminino,31,Suporte,Excelente,4567.91
SUP001123,Ana Lívia Moreira,Feminino,34,Suporte,Excelente,4937.88
SUP001124,Ana Laura Castro,Feminino,27,Suporte,Insuficiente,4390.1
SUP001125,Larissa Machado,Feminino,31,Suporte,Bom,5073.42
SUP001126,Olivia das Neves,Feminino,18,Suporte,Insuficiente,4457.71
SUP001127,Caleb Fonseca,Masculino,34,Suporte,Insuficiente,5099.37
SUP001128,Ian Guerra,Masculino,51,Suporte,Insuficiente,6080.85
SUP001129,Rodrigo Dias,Masculino,40,Suporte,Bom,4947.84
SUP001130,Felipe Rios,Masculino,37,Suporte,Insuficiente,6564.07
SUP001131,Marcela Gomes,Feminino,49,Suporte,Excelente,5976.74
SUP001132,Nicolas Novais,Masculino,23,Suporte,Excelente,6246.44
SUP001133,Davi da Rosa,Masculino,26,Suporte,Excelente,5506.14
SUP001134,Davi Lucca Mendes,Masculino,54,Suporte,Excelente,5995.13
SUP001135,Ester da Mota,Feminino,30,Suporte,Insuficiente,5793.15
SUP001136,Anthony Gabriel Nascimento,Masculino,35,Suporte,Insuficiente,6434.05
SUP001137,Catarina Brito,Feminino,18,Suporte,Insuficiente,4092.36
SUP001138,Gustavo da Mota,Masculino,41,Suporte,Excelente,7898.71
SUP001139,Thomas Pacheco,Masculino,42,Suporte,Bom,4858.57
SUP001140,Sabrina da Rosa,Feminino,19,Suporte,Regular,4321.76
SUP001141,Caroline Novais,Feminino,29,Suporte,Regular,4936.02
SUP001142,Yuri da Conceição,Masculino,34,Suporte,Regular,6064.97
SUP001143,Clarice Fernandes,Feminino,33,Suporte,Bom,6802.56
SUP001144,Maria Sophia Lopes,Feminino,19,Suporte,Insuficiente,5762.86
SUP001145,Isaque Sales,Masculino,50,Suporte,Regular,5224.41
SUP001146,Antonella Dias,Feminino,39,Suporte,Regular,6503.9
SUP001147,Manuela Mendes,Feminino,26,Suporte,Insuficiente,5996.27
SUP001148,Clara Aparecida,Feminino,28,Suporte,Regular,4436.69
SUP001149,Liz Borges,Feminino,29,Suporte,Insuficiente,4273.15
SUP001150,Cecilia Marques,Feminino,22,Suporte,Regular,6169.87
SUP001151,Fernanda Porto,Feminino,26,Suporte,Insuficiente,5429.41
SUP001152,Juliana Moreira,Feminino,27,Suporte,Excelente,6596.98
SUP001153,Laura Gomes,Feminino,46,Suporte,Bom,4958.29
SUP001154,Clarice Albuquerque,Feminino,39,Suporte,Regular,5172.57
SUP001155,Maria Luísa Fonseca,Feminino,39,Suporte,Insuficiente,5861.71
SUP001156,Maria Cecília da Rocha,Feminino,34,Suporte,Excelente,7378.86
SUP001157,Henry Gabriel Abreu,Masculino,26,Suporte,Insuficiente,4332.13
SUP001158,Luana da Rocha,Feminino,30,Suporte,Regular,4795.21
SUP001159,Eduarda Cassiano,Feminino,40,Suporte,Regular,4744.99
SUP001160,Dom Pereira,Masculino,24,Suporte,Regular,5935.19
SUP001161,Sophie Martins,Feminino,36,Suporte,Regular,4197.79
SUP001162,Vitor Gabriel Carvalho,Masculino,60,Suporte,Regular,7113.04
SUP001163,José Pedro da Mata,Masculino,48,Suporte,Excelente,7302.48
SUP001164,Emanuella da Conceição,Feminino,44,Suporte,Insuficiente,6478.43
SUP001165,Anthony Ferreira,Masculino,39,Suporte,Insuficiente,5735.79
SUP001166,Isadora Montenegro,Feminino,40,Suporte,Regular,4989.68
SUP001167,Bruna Marques,Feminino,23,Suporte,Insuficiente,5508.21
SUP001168,Levi Fernandes,Masculino,45,Suporte,Excelente,5628.92
SUP001169,Alexandre Guerra,Masculino,44,Suporte,Regular,6537.59
SUP001170,Levi Sousa,Masculino,40,Suporte,Bom,6868.06
SUP001171,Maria Luiza Freitas,Feminino,43,Suporte,Excelente,6293.7
SUP001172,Lunna Andrade,Feminino,25,Suporte,Regular,5339.38
SUP001173,Alana Jesus,Feminino,28,Suporte,Insuficiente,6280.49
SUP001174,Bernardo Rezende,Masculino,38,Suporte,Excelente,5084.45
SUP001175,Helena Rodrigues,Feminino,20,Suporte,Regular,4550.83
SUP001176,Luiz Fernando Mendonça,Masculino,39,Suporte,Insuficiente,4892.38
SUP001177,Maria Clara Rezende,Feminino,18,Suporte,Insuficiente,6271.29
SUP001178,Cauã Cardoso,Masculino,47,Suporte,Regular,5258.16
SUP001179,Nicole Moraes,Feminino,30,Suporte,Excelente,4451.14
SUP001180,Igor Mendonça,Masculino,32,Suporte,Regular,5705.31
SUP001181,Aurora Borges,Feminino,22,Suporte,Regular,5943.8
SUP001182,Benicio da Paz,Masculino,35,Suporte,Regular,4871.45
SUP001183,Laura Cavalcante,Feminino,37,Suporte,Regular,5982.49
SUP001184,Ana Julia Sales,Feminino,35,Suporte,Regular,4852.46
SUP001185,Fernando Silva,Masculino,30,Suporte,Insuficiente,5875.27
SUP001186,Ágatha Macedo,Feminino,22,Suporte,Regular,6175.57
SUP001187,Liz Monteiro,Feminino,37,Suporte,Excelente,6829.44
SUP001188,Caleb Sá,Masculino,30,Suporte,Bom,5555.1
SUP001189,Yuri Cardoso,Masculino,38,Suporte,Regular,6656.52
SUP001190,Gabriela Silveira,Feminino,31,Suporte,Excelente,6569.63
SUP001191,Thomas Novaes,Masculino,40,Suporte,Bom,4901.57
SUP001192,Camila Peixoto,Feminino,39,Suporte,Excelente,4549.0
SUP001193,Carlos Eduardo Santos,Masculino,24,Suporte,Insuficiente,4448.2
SUP001194,Agatha Pimenta,Feminino,18,Suporte,Insuficiente,4278.1
SUP001195,Cauã Ferreira,Masculino,31,Suporte,Bom,5879.19
SUP001196,Agatha Mendes,Feminino,48,Suporte,Bom,6487.44
SUP001197,Isadora Nogueira,Feminino,50,Suporte,Bom,5838.18
SUP001198,Alexia Vargas,Feminino,48,Suporte,Insuficiente,5221.12
SUP001199,Sophia Cavalcante,Feminino,28,Suporte,Insuficiente,4502.15
SUP001200,Anthony Gabriel Nogueira,Masculino,19,Suporte,Excelente,7343.95
SUP001201,Luana Mendonça,Feminino,18,Suporte,Insuficiente,5888.68
SUP001202,Thales Rocha,Masculino,31,Suporte,Bom,4891.11
SUP001203,Isaac Pastor,Masculino,35,Suporte,Regular,5280.11
SUP001204,Ian Rezende,Masculino,50,Suporte,Regular,5946.28
SUP001205,Ian Pastor,Masculino,46,Suporte,Bom,7159.6
SUP001206,Clara Oliveira,Feminino,32,Suporte,Insuficiente,6399.66
SUP001207,Eloá Costa,Feminino,21,Suporte,Bom,5118.68
SUP001208,Henrique Pereira,Masculino,27,Suporte,Insuficiente,5185.51
SUP001209,Emanuel Macedo,Masculino,40,Suporte,Regular,6302.45
SUP001210,Beatriz Correia,Feminino,37,Suporte,Excelente,5304.3
SUP001211,Caleb Aparecida,Masculino,41,Suporte,Insuficiente,4448.44
SUP001212,Miguel Borges,Masculino,27,Suporte,Excelente,6235.85
SUP001213,Davi Macedo,Masculino,44,Suporte,Regular,6280.81
SUP001214,Cecília Martins,Feminino,34,Suporte,Excelente,6760.27
SUP001215,Antonella Marques,Feminino,19,Suporte,Excelente,7654.22
SUP001216,João Pedro Pacheco,Masculino,29,Suporte,Bom,6022.62
SUP001217,Vinicius Aparecida,Masculino,44,Suporte,Excelente,6564.62
SUP001218,Ana Beatriz Cavalcante,Feminino,28,Suporte,Regular,6400.73
SUP001219,Manuela Souza,Feminino,46,Suporte,Insuficiente,4140.78
SUP001220,Rodrigo Barros,Masculino,42,Suporte,Excelente,8066.8
SUP001221,Marina da Luz,Feminino,25,Suporte,Insuficiente,6303.31
SUP001222,Ravi Lucca Vargas,Masculino,37,Suporte,Bom,7180.33
SUP001223,Davi Lucas Novais,Masculino,38,Suporte,Regular,4544.92
SUP001224,Maria Julia Ramos,Feminino,23,Suporte,Regular,4915.01
SUP001225,Antony Aragão,Masculino,28,Suporte,Insuficiente,4861.38
SUP001226,Ana Carolina Guerra,Feminino,37,Suporte,Regular,4567.26
SUP001227,Dante Leão,Masculino,45,Suporte,Bom,6393.74
SUP001228,Theodoro da Costa,Masculino,43,Suporte,Insuficiente,7029.0
SUP001229,Stella Costela,Feminino,45,Suporte,Regular,4518.46
SUP001230,Rael Mendonça,Masculino,32,Suporte,Bom,5472.91
SUP001231,Elisa Souza,Feminino,47,Suporte,Bom,6740.59
SUP001232,Vinícius Rezende,Masculino,28,Suporte,Excelente,6019.3
SUP001233,Luiz Otávio da Cunha,Masculino,27,Suporte,Regular,4871.33
SUP001234,Rodrigo Cassiano,Masculino,19,Suporte,Insuficiente,6425.73
SUP001235,Maysa Pinto,Feminino,26,Suporte,Excelente,5341.92
SUP001236,Gustavo Moura,Masculino,32,Suporte,Insuficiente,5464.75
SUP001237,Elisa Sales,Feminino,35,Suporte,Excelente,5781.01
SUP001238,Theo Cassiano,Masculino,39,Suporte,Bom,4936.21
SUP001239,Allana Cardoso,Feminino,18,Suporte,Excelente,7367.5
SUP001240,Emanuel Duarte,Masculino,33,Suporte,Excelente,5193.92
SUP001241,Bruna Fonseca,Feminino,26,Suporte,Excelente,5113.86
SUP001242,Sophie Albuquerque,Feminino,18,Suporte,Regular,4274.13
SUP001243,Evelyn Silveira,Feminino,20,Suporte,Excelente,7233.24
SUP001244,Lavínia Sá,Feminino,22,Suporte,Bom,4965.96
SUP001245,Daniela Marques,Feminino,44,Suporte,Insuficiente,5666.65
SUP001246,Sofia Peixoto,Feminino,32,Suporte,Regular,6472.33
SUP001247,Noah da Rosa,Masculino,44,Suporte,Bom,6608.3
SUP001248,Anthony Gabriel Oliveira,Masculino,22,Suporte,Regular,4847.82
SUP001249,Alana Ramos,Feminino,42,Suporte,Insuficiente,5220.38
SUP001250,Luara da Paz,Feminino,43,Suporte,Insuficiente,4440.14
SUP001251,Maria Eduarda Porto,Feminino,18,Suporte,Insuficiente,4446.02
SUP001252,Gabriel Monteiro,Masculino,30,Suporte,Regular,7080.43
SUP001253,Kevin Farias,Masculino,42,Suporte,Regular,6025.03
SUP001254,Davi Lucas Araújo,Masculino,43,Suporte,Insuficiente,6349.74
SUP001255,Alícia da Conceição,Feminino,23,Suporte,Insuficiente,4466.34
SUP001256,Pedro Miguel Pimenta,Masculino,34,Suporte,Bom,5256.57
SUP001257,João Miguel Pinto,Masculino,31,Suporte,Insuficiente,5122.4
SUP001258,Raul Nunes,Masculino,38,Suporte,Excelente,6651.42
SUP001259,Diogo da Paz,Masculino,49,Suporte,Regular,7060.86
SUP001260,Pietra Dias,Feminino,22,Suporte,Bom,5378.06
SUP001261,Theo Caldeira,Masculino,47,Suporte,Regular,4461.48
SUP001262,Maria Cecília Mendes,Feminino,22,Suporte,Insuficiente,4095.43
SUP001263,Caleb Gonçalves,Masculino,29,Suporte,Excelente,7141.45
SUP001264,Luigi Moreira,Masculino,45,Suporte,Insuficiente,5609.0
SUP001265,Antônio da Mata,Masculino,46,Suporte,Regular,5019.97
SUP001266,Gustavo das Neves,Masculino,46,Suporte,Bom,6323.17
SUP001267,Theo Borges,Masculino,24,Suporte,Regular,6062.68
SUP001268,Gael Cassiano,Masculino,32,Suporte,Bom,4800.84
SUP001269,Ana Laura Teixeira,Feminino,38,Suporte,Excelente,6337.01
SUP001270,Breno Moraes,Masculino,37,Suporte,Insuficiente,5045.23
SUP001271,Ana Vitória Nunes,Feminino,19,Suporte,Insuficiente,5806.91
SUP001272,Sophia da Paz,Feminino,35,Suporte,Excelente,6628.39
SUP001273,Valentina Araújo,Feminino,23,Suporte,Regular,5399.7
SUP001274,Pietro Moraes,Masculino,55,Suporte,Excelente,6167.77
SUP001275,Marcos Vinicius Fernandes,Masculino,52,Suporte,Insuficiente,4942.22
SUP001276,Rael Aragão,Masculino,43,Suporte,Bom,4536.26
SUP001277,Benjamim Sá,Masculino,51,Suporte,Insuficiente,6072.89
SUP001278,Ana Marques,Feminino,31,Suporte,Regular,4297.09
SUP001279,Gabriel Costela,Masculino,45,Suporte,Bom,6715.53
SUP001280,Cauã Pimenta,Masculino,52,Suporte,Regular,6421.81
SUP001281,Nina Teixeira,Feminino,32,Suporte,Insuficiente,4074.29
SUP001282,Lívia Cassiano,Feminino,27,Suporte,Insuficiente,6495.18
SUP001283,Marcela Vasconcelos,Feminino,18,Suporte,Bom,5288.05
SUP001284,Luiz Felipe Moreira,Masculino,36,Suporte,Regular,6427.73
SUP001285,Oliver Cavalcante,Masculino,45,Suporte,Bom,5216.96
SUP001286,João Guilherme Nogueira,Masculino,46,Suporte,Bom,5025.26
SUP001287,Leandro Nunes,Masculino,42,Suporte,Regular,6773.25
SUP001288,Thiago Freitas,Masculino,32,Suporte,Bom,7421.99
SUP001289,Gabriel da Mota,Masculino,18,Suporte,Excelente,7364.2
SUP001290,Vicente Mendes,Masculino,32,Suporte,Bom,7443.02
SUP001291,Mathias Aragão,Masculino,34,Suporte,Insuficiente,5944.51
SUP001292,Otávio Sales,Masculino,34,Suporte,Regular,7202.76
SUP001293,Sofia Moreira,Feminino,36,Suporte,Insuficiente,5595.39
SUP001294,Kamilly Ramos,Feminino,50,Suporte,Excelente,4906.32
SUP001295,Maria Clara Gomes,Feminino,31,Suporte,Excelente,5227.28
SUP001296,Nathan Ramos,Masculino,35,Suporte,Bom,6096.5
SUP001297,Kaique Montenegro,Masculino,34,Suporte,Insuficiente,5134.74
SUP001298,Igor Pastor,Masculino,38,Suporte,Bom,4664.06
SUP001299,Hadassa Cassiano,Feminino,22,Suporte,Bom,6870.2
SUP001300,Maria Vitória Aparecida,Feminino,31,Suporte,Insuficiente,6104.76
SUP001301,Henry Gabriel Casa Grande,Masculino,42,Suporte,Excelente,6144.35
SUP001302,Ayla Machado,Feminino,32,Suporte,Excelente,5361.35
SUP001303,Gabriel Alves,Masculino,42,Suporte,Excelente,6544.52
SUP001304,Emanuel Moreira,Masculino,41,Suporte,Regular,6244.95
SUP001305,Luna Peixoto,Feminino,18,Suporte,Regular,5442.95
SUP001306,Helena Carvalho,Feminino,36,Suporte,Bom,4677.57
SUP001307,Brenda Melo,Feminino,23,Suporte,Regular,4262.22
SUP001308,Hadassa Casa Grande,Feminino,19,Suporte,Regular,4270.23
SUP001309,João Miguel da Rocha,Masculino,26,Suporte,Insuficiente,4518.79
SUP001310,Nina Aparecida,Feminino,34,Suporte,Bom,6423.06
SUP001311,Otto Nogueira,Masculino,35,Suporte,Bom,4874.29
SUP001312,Ana Clara Mendonça,Feminino,18,Suporte,Insuficiente,5187.25
SUP001313,Léo Siqueira,Masculino,42,Suporte,Excelente,7822.32
SUP001314,Hadassa da Luz,Feminino,18,Suporte,Insuficiente,4516.17
SUP001315,Caio Costa,Masculino,38,Suporte,Excelente,4969.75
SUP001316,Isabelly Lima,Feminino,32,Suporte,Bom,4561.24
SUP001317,Liam Borges,Masculino,46,Suporte,Bom,5223.75
SUP001318,Letícia Brito,Feminino,48,Suporte,Regular,6156.81
SUP001319,Marcelo Viana,Masculino,23,Suporte,Regular,4460.65
SUP001320,Asafe Monteiro,Masculino,36,Suporte,Insuficiente,4893.75
SUP001321,Asafe Sá,Masculino,34,Suporte,Regular,5751.16
SUP001322,João Guilherme Fonseca,Masculino,41,Suporte,Bom,6233.97
SUP001323,Amanda Correia,Feminino,32,Suporte,Bom,6609.54
SUP001324,Raul Duarte,Masculino,33,Suporte,Excelente,6940.67
SUP001325,Ísis Caldeira,Feminino,26,Suporte,Regular,4746.37
SUP001326,Cauê Jesus,Masculino,26,Suporte,Excelente,5529.53
SUP001327,Anthony Moreira,Masculino,47,Suporte,Bom,7448.96
SUP001328,Cecília Abreu,Feminino,35,Suporte,Regular,4114.66
SUP001329,Anna Liz Andrade,Feminino,39,Suporte,Excelente,4795.43
SUP001330,Vinícius Andrade,Masculino,34,Suporte,Bom,6451.09
SUP001331,Eduarda Silveira,Feminino,23,Suporte,Excelente,6476.09
SUP001332,Mariah da Mota,Feminino,19,Suporte,Regular,5818.78
SUP001333,Bento da Mata,Masculino,41,Suporte,Excelente,7759.34
SUP001334,Isabelly Ribeiro,Feminino,20,Suporte,Excelente,7070.21
